date,station_name,station_id,start_snow_water,start_snow_depth,max_temp_mean,min_temp_mean,start,end,latitude,longitude,elev,county,mon,avg_temp,year,rank
1987-03-15,Beartown,327,27.4,NA,27,11.1,1979-10-01,2018-05-09,37.71,-107.51,11598,Mineral,Mar,12,1987,5645
1988-06-15,Berthoud Summit,335,0,NA,24,34.2,1963-09-01,2018-05-09,39.8,-105.78,11296,Grand,Jun,9.5,1988,5432.5
1997-04-01,Berthoud Summit,335,19.7,NA,32,17.4,1963-09-01,2018-05-09,39.8,-105.78,11296,Grand,Apr,18,1997,5659.5
1997-11-15,Berthoud Summit,335,2.5,NA,12,13.3,1963-09-01,2018-05-09,39.8,-105.78,11296,Grand,Nov,-0.5,1997,5641.5
1997-12-01,Berthoud Summit,335,3.6,NA,9,5.2,1963-09-01,2018-05-09,39.8,-105.78,11296,Grand,Dec,-3,1997,5650
1997-12-15,Berthoud Summit,335,5.1,NA,7,5.2,1963-09-01,2018-05-09,39.8,-105.78,11296,Grand,Dec,-4,1997,5650
1998-01-01,Berthoud Summit,335,7.7,NA,8,7,1963-09-01,2018-05-09,39.8,-105.78,11296,Grand,Jan,-1.5,1998,5639
1998-01-15,Berthoud Summit,335,8.7,NA,6,7,1963-09-01,2018-05-09,39.8,-105.78,11296,Grand,Jan,-3,1998,5648.5
1998-02-01,Berthoud Summit,335,10.7,NA,10,5.6,1963-09-01,2018-05-09,39.8,-105.78,11296,Grand,Feb,0,1998,5652
1997-04-01,Bison Lake,345,32,NA,31,18.1,1985-09-01,2018-05-09,39.76,-107.36,10876,Garfield,Apr,18.5,1997,5649
1987-03-15,Brumley,369,7.3,NA,30,8.6,1979-10-01,2018-05-09,39.09,-106.54,10598,Lake,Mar,13.5,1987,5645
1999-04-01,Brumley,369,6.6,NA,37,18.8,1979-10-01,2018-05-09,39.09,-106.54,10598,Lake,Apr,21.5,1999,5649
2006-03-01,Buckskin Joe,938,9.5,31,123,17.5,1998-08-01,2018-05-09,39.3,-106.11,11149,Park,Mar,58.5,2006,5658.5
2006-04-15,Buckskin Joe,938,12.2,37,116,22.8,1998-08-01,2018-05-09,39.3,-106.11,11149,Park,Apr,58,2006,5665
2006-05-01,Buckskin Joe,938,12.3,NA,130,28.7,1998-08-01,2018-05-09,39.3,-106.11,11149,Park,May,68,2006,5428.5
1995-12-15,Buffalo Park,913,5.9,NA,24,0.1,1995-09-01,2018-05-09,40.23,-106.6,9236,Grand,Dec,6.5,1995,5633.5
1997-04-01,Buffalo Park,913,15.6,NA,37,19.3,1995-09-01,2018-05-09,40.23,-106.6,9236,Grand,Apr,20.5,1997,5659.5
1998-03-01,Buffalo Park,913,10.9,NA,33,8.8,1995-09-01,2018-05-09,40.23,-106.6,9236,Grand,Mar,15,1998,5645
2000-11-15,Buffalo Park,913,1.6,NA,28,9.9,1995-09-01,2018-05-09,40.23,-106.6,9236,Grand,Nov,12.5,2e3,5614.5
2002-02-01,Buffalo Park,913,4.6,NA,27,-0.5,1995-09-01,2018-05-09,40.23,-106.6,9236,Grand,Feb,6,2002,5666
2002-03-01,Buffalo Park,913,6.6,NA,30,8.8,1995-09-01,2018-05-09,40.23,-106.6,9236,Grand,Mar,12.5,2002,5655
2004-02-01,Buffalo Park,913,6.6,30,22,-0.5,1995-09-01,2018-05-09,40.23,-106.6,9236,Grand,Feb,6.5,2004,5646.5
2007-01-15,Buffalo Park,913,6.1,29,29,0.7,1995-09-01,2018-05-09,40.23,-106.6,9236,Grand,Jan,9,2007,5639
2011-02-01,Buffalo Park,913,12.3,48,25,-0.5,1995-09-01,2018-05-09,40.23,-106.6,9236,Grand,Feb,8,2011,5646.5
2013-01-01,Buffalo Park,913,5.2,28,22,0.7,1995-09-01,2018-05-09,40.23,-106.6,9236,Grand,Jan,4.5,2013,5653
1988-07-15,Burro Mountain,378,0,NA,15,45.9,1978-10-01,2018-05-09,39.88,-107.6,9397,Rio Blanco,Jul,3,1988,5431
1988-08-01,Burro Mountain,378,0,NA,-60,45.4,1978-10-01,2018-05-09,39.88,-107.6,9397,Rio Blanco,Aug,-60,1988,5461
1988-08-15,Burro Mountain,378,0,NA,-60,45.4,1978-10-01,2018-05-09,39.88,-107.6,9397,Rio Blanco,Aug,-60,1988,5461
1988-09-01,Burro Mountain,378,0,NA,-60,37.4,1978-10-01,2018-05-09,39.88,-107.6,9397,Rio Blanco,Sep,-60,1988,5490
1988-09-15,Burro Mountain,378,0.2,NA,-60,37.4,1978-10-01,2018-05-09,39.88,-107.6,9397,Rio Blanco,Sep,-60,1988,5490
1988-10-01,Burro Mountain,378,0,NA,-60,30.5,1978-10-01,2018-05-09,39.88,-107.6,9397,Rio Blanco,Oct,-60,1988,5624.5
1993-04-15,Burro Mountain,378,26.4,NA,-16,23.3,1978-10-01,2018-05-09,39.88,-107.6,9397,Rio Blanco,Apr,-25.5,1993,5681
1993-05-15,Burro Mountain,378,18.2,NA,-29,32.4,1978-10-01,2018-05-09,39.88,-107.6,9397,Rio Blanco,May,-34,1993,5446
1988-06-15,Cascade,386,0,NA,76,33.8,1978-10-01,2018-05-09,37.65,-107.81,8879,San Juan,Jun,41,1988,5424
1988-07-15,Cascade,386,0,NA,80,38.2,1978-10-01,2018-05-09,37.65,-107.81,8879,San Juan,Jul,46.5,1988,5415
1988-08-01,Cascade,386,0,NA,77,37.8,1978-10-01,2018-05-09,37.65,-107.81,8879,San Juan,Aug,37.5,1988,5441
1988-09-01,Cascade,386,0,NA,70,30.5,1978-10-01,2018-05-09,37.65,-107.81,8879,San Juan,Sep,36.5,1988,5462
1988-09-15,Cascade,386,0,NA,66,30.5,1978-10-01,2018-05-09,37.65,-107.81,8879,San Juan,Sep,28.5,1988,5471
1994-06-01,Cascade,386,0,NA,72,33.8,1978-10-01,2018-05-09,37.65,-107.81,8879,San Juan,Jun,33.5,1994,5432.5
1996-08-01,Cascade,386,0,NA,66,37.8,1978-10-01,2018-05-09,37.65,-107.81,8879,San Juan,Aug,40.5,1996,5427.5
1984-01-01,Columbine,408,19.6,NA,30,10.2,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Jan,3.5,1984,5667
1984-07-15,Columbine,408,0,NA,30,45.4,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Jul,9,1984,5432.5
1984-08-01,Columbine,408,0,NA,60,43.6,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Aug,2.5,1984,5455.5
1984-08-15,Columbine,408,0,NA,57,43.6,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Aug,1,1984,5455.5
1984-09-01,Columbine,408,0,NA,52,36.8,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Sep,-1.5,1984,5483.5
1984-09-15,Columbine,408,0,NA,44,36.8,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Sep,-5.5,1984,5483.5
1984-10-01,Columbine,408,0,NA,36,27.5,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Oct,-9.5,1984,5618.5
1984-10-15,Columbine,408,0.4,NA,30,27.5,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Oct,-12.5,1984,5618.5
1984-11-01,Columbine,408,2.3,NA,31,20.3,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Nov,-12,1984,5656.5
1984-11-15,Columbine,408,6.6,NA,28,20.3,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Nov,-13.5,1984,5656.5
1984-12-01,Columbine,408,9,NA,29,10.8,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Dec,-13,1984,5665.5
1984-12-15,Columbine,408,11.2,NA,30,10.8,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Dec,-12.5,1984,5665.5
1985-01-01,Columbine,408,13.2,NA,29,10.2,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Jan,-13,1985,5676
1985-01-15,Columbine,408,14.7,NA,30,10.2,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Jan,-12.5,1985,5676
1985-02-01,Columbine,408,17.3,NA,28,11.2,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Feb,-13.5,1985,5683
1985-02-15,Columbine,408,18.5,NA,31,11.2,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Feb,-12,1985,5683
1985-03-01,Columbine,408,20.5,NA,32,16,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Mar,-11.5,1985,5682
1985-03-15,Columbine,408,23,NA,31,16,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Mar,13,1985,5655
1989-02-01,Columbine,408,15.2,NA,24,11.2,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Feb,5,1989,5664.5
1989-02-15,Columbine,408,17.6,NA,28,11.2,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Feb,9.5,1989,5646.5
1992-09-01,Columbine,408,0,NA,35,36.8,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Sep,-12.5,1992,5490
1992-09-15,Columbine,408,0,NA,34,36.8,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Sep,2,1992,5474
1993-09-01,Columbine,408,0,NA,31,36.8,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Sep,-0.5,1993,5476.5
1993-09-15,Columbine,408,0,NA,30,36.8,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Sep,-1,1993,5476.5
1993-10-01,Columbine,408,0,NA,29,27.5,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Oct,-1,1993,5610
1993-10-15,Columbine,408,0.1,NA,12,27.5,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Oct,-10.5,1993,5611
1993-11-01,Columbine,408,0.4,NA,11,20.3,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Nov,-9.5,1993,5650.5
1993-11-15,Columbine,408,2.6,NA,5,20.3,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Nov,-12.5,1993,5650.5
1993-12-01,Columbine,408,5.3,NA,11,10.8,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Dec,-9.5,1993,5662
1993-12-15,Columbine,408,7.4,NA,1,10.8,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Dec,-14,1993,5661
1994-01-01,Columbine,408,9,NA,8,10.2,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Jan,-10.5,1994,5669.5
1994-01-15,Columbine,408,14.2,NA,5,10.2,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Jan,-12,1994,5669.5
1994-02-01,Columbine,408,15.1,NA,1,11.2,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Feb,-14.5,1994,5674.5
1994-02-15,Columbine,408,17,NA,12,11.2,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Feb,-9,1994,5674.5
1994-03-01,Columbine,408,19.8,NA,16,16,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Mar,-7.5,1994,5676
1994-03-15,Columbine,408,20.2,NA,12,16,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Mar,-9.5,1994,5676
1994-04-01,Columbine,408,19.9,NA,17,21.4,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Apr,-7,1994,5678
1994-04-15,Columbine,408,22.6,NA,26,21.4,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Apr,-3,1994,5679
1994-05-01,Columbine,408,15.9,NA,30,30.8,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,May,-1,1994,5444.5
1994-05-15,Columbine,408,0,NA,34,30.8,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,May,1,1994,5444.5
1994-06-01,Columbine,408,0,NA,37,38.7,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Jun,2.5,1994,5440
1993-11-15,Copper Mountain,415,3,NA,3,8.8,1978-10-01,2018-05-09,39.49,-106.17,10548,Summit,Nov,-6,1993,5644
1993-12-01,Copper Mountain,415,4.6,NA,5,1.6,1978-10-01,2018-05-09,39.49,-106.17,10548,Summit,Dec,-4.5,1993,5646.5
1993-12-15,Copper Mountain,415,5.5,NA,1,1.6,1978-10-01,2018-05-09,39.49,-106.17,10548,Summit,Dec,-9,1993,5656
1994-01-01,Copper Mountain,415,6.3,NA,1,1.3,1978-10-01,2018-05-09,39.49,-106.17,10548,Summit,Jan,-7,1994,5656.5
1994-01-15,Copper Mountain,415,8.3,NA,12,1.3,1978-10-01,2018-05-09,39.49,-106.17,10548,Summit,Jan,0.5,1994,5639
1997-04-01,Copper Mountain,415,17,NA,37,16.2,1978-10-01,2018-05-09,39.49,-106.17,10548,Summit,Apr,21.5,1997,5649
1988-07-15,Crosho,426,0,NA,82,30,1985-10-01,2018-05-09,40.17,-107.06,9099,Rio Blanco,Jul,11,1988,5445
1988-08-01,Crosho,426,0,NA,82,28.5,1985-10-01,2018-05-09,40.17,-107.06,9099,Rio Blanco,Aug,11,1988,5461
1988-08-15,Crosho,426,0,NA,82,28.5,1985-10-01,2018-05-09,40.17,-107.06,9099,Rio Blanco,Aug,11,1988,5461
1988-09-01,Crosho,426,0,NA,82,27.9,1985-10-01,2018-05-09,40.17,-107.06,9099,Rio Blanco,Sep,11,1988,5490
1988-09-15,Crosho,426,0,NA,82,27.9,1985-10-01,2018-05-09,40.17,-107.06,9099,Rio Blanco,Sep,11,1988,5490
1988-10-01,Crosho,426,0,NA,82,23.3,1985-10-01,2018-05-09,40.17,-107.06,9099,Rio Blanco,Oct,11,1988,5624.5
1990-07-15,Culebra #2,430,0,NA,19,36.4,1978-10-01,2018-05-09,37.21,-105.2,10496,Costilla,Jul,9,1990,5427
1990-08-01,Culebra #2,430,0,NA,-8,37.4,1978-10-01,2018-05-09,37.21,-105.2,10496,Costilla,Aug,-13.5,1990,5448
1990-08-15,Culebra #2,430,0,NA,-31,37.4,1978-10-01,2018-05-09,37.21,-105.2,10496,Costilla,Aug,-36,1990,5453
1993-04-15,Culebra #2,430,20.7,NA,19,16.7,1978-10-01,2018-05-09,37.21,-105.2,10496,Costilla,Apr,5.5,1993,5670.5
1993-05-01,Culebra #2,430,15.8,NA,-55,25.8,1978-10-01,2018-05-09,37.21,-105.2,10496,Costilla,May,-56,1993,5448.5
1993-05-15,Culebra #2,430,10.1,NA,-47,25.8,1978-10-01,2018-05-09,37.21,-105.2,10496,Costilla,May,-52,1993,5448.5
1993-06-01,Culebra #2,430,0,NA,29,31.9,1978-10-01,2018-05-09,37.21,-105.2,10496,Costilla,Jun,-2.5,1993,5441
1993-06-15,Culebra #2,430,0,NA,16,31.9,1978-10-01,2018-05-09,37.21,-105.2,10496,Costilla,Jun,-3.5,1993,5438.5
1990-09-01,Cumbres Trestle,431,0,NA,-51,30.4,1979-10-01,2018-05-09,37.02,-106.45,10037,Conejos,Sep,-55.5,1990,5490
1991-08-01,Cumbres Trestle,431,0,NA,-27,37.2,1979-10-01,2018-05-09,37.02,-106.45,10037,Conejos,Aug,-33,1991,5452
1991-08-15,Cumbres Trestle,431,0,NA,-17,37.2,1979-10-01,2018-05-09,37.02,-106.45,10037,Conejos,Aug,-25.5,1991,5451
1992-06-15,Cumbres Trestle,431,0,NA,-60,30.7,1979-10-01,2018-05-09,37.02,-106.45,10037,Conejos,Jun,-60,1992,5444.5
1992-07-01,Cumbres Trestle,431,0,NA,-60,37.4,1979-10-01,2018-05-09,37.02,-106.45,10037,Conejos,Jul,-60,1992,5445
1992-07-15,Cumbres Trestle,431,0,NA,-60,37.4,1979-10-01,2018-05-09,37.02,-106.45,10037,Conejos,Jul,-60,1992,5445
1992-08-01,Cumbres Trestle,431,0,NA,25,37.2,1979-10-01,2018-05-09,37.02,-106.45,10037,Conejos,Aug,13,1992,5439.5
1993-09-01,Dry Lake,457,0,NA,28,36.1,1979-10-01,2018-05-09,40.53,-106.78,8397,Routt,Sep,17,1993,5455.5
1993-10-15,Dry Lake,457,0,NA,7,28.5,1979-10-01,2018-05-09,40.53,-106.78,8397,Routt,Oct,-0.5,1993,5593.5
1993-11-01,Dry Lake,457,0.4,NA,8,17.1,1979-10-01,2018-05-09,40.53,-106.78,8397,Routt,Nov,0,1993,5631.5
1993-11-15,Dry Lake,457,2,NA,6,17.1,1979-10-01,2018-05-09,40.53,-106.78,8397,Routt,Nov,-3.5,1993,5641.5
1993-12-15,Dry Lake,457,6.5,NA,3,7.4,1979-10-01,2018-05-09,40.53,-106.78,8397,Routt,Dec,-6,1993,5650
1987-03-15,Fremont Pass,485,13.1,NA,18,10.7,1979-10-01,2018-05-09,39.38,-106.2,11398,Summit,Mar,5.5,1987,5660.5
1987-04-01,Fremont Pass,485,14.6,NA,31,16.1,1979-10-01,2018-05-09,39.38,-106.2,11398,Summit,Apr,16.5,1987,5663.5
1987-11-15,Fremont Pass,485,2.6,NA,22,10.9,1979-10-01,2018-05-09,39.38,-106.2,11398,Summit,Nov,9.5,1987,5614.5
1988-03-01,Fremont Pass,485,13.7,NA,19,10.7,1979-10-01,2018-05-09,39.38,-106.2,11398,Summit,Mar,6,1988,5660.5
1988-11-15,Fremont Pass,485,2.7,NA,14,10.9,1979-10-01,2018-05-09,39.38,-106.2,11398,Summit,Nov,4,1988,5625
1990-05-01,Fremont Pass,485,17.5,NA,41,25.7,1979-10-01,2018-05-09,39.38,-106.2,11398,Summit,May,26.5,1990,5418
1997-04-01,Fremont Pass,485,18.6,NA,33,16.1,1979-10-01,2018-05-09,39.38,-106.2,11398,Summit,Apr,18.5,1997,5659.5
2009-08-15,Fremont Pass,485,0,0,72,38.9,1979-10-01,2018-05-09,39.38,-106.2,11398,Summit,Aug,40.5,2009,5434
1985-02-01,Grizzly Peak,505,10.4,NA,17,7,1979-10-01,2018-05-09,39.65,-105.87,11096,Summit,Feb,4,1985,5646.5
1987-10-15,Grizzly Peak,505,0.6,NA,46,22.2,1979-10-01,2018-05-09,39.65,-105.87,11096,Summit,Oct,14.5,1987,5603
1988-09-15,Grizzly Peak,505,0,NA,54,32.1,1979-10-01,2018-05-09,39.65,-105.87,11096,Summit,Sep,23.5,1988,5470
1988-10-01,Grizzly Peak,505,0,NA,39,22.2,1979-10-01,2018-05-09,39.65,-105.87,11096,Summit,Oct,16,1988,5591.5
1988-10-15,Grizzly Peak,505,0,NA,8,22.2,1979-10-01,2018-05-09,39.65,-105.87,11096,Summit,Oct,-6.5,1988,5605
1990-12-01,Grizzly Peak,505,1.8,NA,6,5.8,1979-10-01,2018-05-09,39.65,-105.87,11096,Summit,Dec,-7.5,1990,5658
1990-12-15,Grizzly Peak,505,3.1,NA,2,5.8,1979-10-01,2018-05-09,39.65,-105.87,11096,Summit,Dec,-5.5,1990,5644
2013-05-01,Hayden Pass,1102,9.4,23,45,33.8,2007-08-01,2018-05-09,38.29,-105.85,10716,Saguache,May,28.5,2013,5418
2013-08-15,Hayden Pass,1102,0,0,69,47.8,2007-08-01,2018-05-09,38.29,-105.85,10716,Saguache,Aug,42,2013,5427.5
2014-01-01,Hayden Pass,1102,6.1,25,24,16.6,2007-08-01,2018-05-09,38.29,-105.85,10716,Saguache,Jan,6.5,2014,5639
1986-06-15,Hoosier Pass,531,0,NA,-5,32.9,1979-10-01,2018-05-09,39.36,-106.06,11398,Summit,Jun,-10,1986,5437
1987-11-15,Hoosier Pass,531,2.1,NA,5,10.9,1979-10-01,2018-05-09,39.36,-106.06,11398,Summit,Nov,-3,1987,5638
1997-04-01,Hoosier Pass,531,21.1,NA,33,16.1,1979-10-01,2018-05-09,39.36,-106.06,11398,Summit,Apr,18.5,1997,5659.5
2011-06-01,Hoosier Pass,531,16.4,43,59,32.9,1979-10-01,2018-05-09,39.36,-106.06,11398,Summit,Jun,38.5,2011,5407
2011-06-15,Hoosier Pass,531,1.6,4,61,32.9,1979-10-01,2018-05-09,39.36,-106.06,11398,Summit,Jun,38.5,2011,5409
2009-06-15,Hourglass Lake,1122,0,0,68,40,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Jun,41,2009,5411
2009-07-01,Hourglass Lake,1122,0,0,70,45.2,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Jul,8.5,2009,5439
2009-07-15,Hourglass Lake,1122,0,0,68,45.2,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Jul,5.5,2009,5441
2009-08-01,Hourglass Lake,1122,0,0,60,43,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Aug,-5,2009,5466.5
2009-08-15,Hourglass Lake,1122,0,0,67,43,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Aug,-9.5,2009,5470
2009-09-01,Hourglass Lake,1122,0,0,55,37.4,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Sep,-12.5,2009,5498.5
2009-09-15,Hourglass Lake,1122,0,0,39,37.4,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Sep,-12,2009,5495
2009-10-01,Hourglass Lake,1122,0,0,26,30,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Oct,-15,2009,5620
2009-10-15,Hourglass Lake,1122,0.8,3,40,30,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Oct,15.5,2009,5596.5
2009-11-01,Hourglass Lake,1122,2.3,12,43,21.4,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Nov,11,2009,5647
2009-12-01,Hourglass Lake,1122,2.8,12,7,14.8,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Dec,-9.5,2009,5660
2010-03-15,Hourglass Lake,1122,7,29,41,20.3,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Mar,16,2010,5662.5
2010-04-01,Hourglass Lake,1122,8.6,32,41,24.3,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Apr,-2.5,2010,5684
2010-04-15,Hourglass Lake,1122,8.6,28,45,24.3,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Apr,-0.5,2010,5684
2010-05-01,Hourglass Lake,1122,9.4,25,41,29.8,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,May,9,2010,5443
2010-05-15,Hourglass Lake,1122,9.9,26,58,29.8,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,May,-4,2010,5457
2010-06-01,Hourglass Lake,1122,0,0,61,40,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Jun,2,2010,5442
2010-06-15,Hourglass Lake,1122,0,0,71,40,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Jun,-7.5,2010,5450
2010-07-01,Hourglass Lake,1122,0,1,67,45.2,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Jul,-1.5,2010,5450
2010-07-15,Hourglass Lake,1122,0,1,71,45.2,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Jul,3,2010,5449
1991-09-01,Idarado,538,0,NA,-23,33.2,1979-10-01,2018-05-09,37.93,-107.68,9797,Ouray,Sep,-30.5,1991,5480
1991-09-15,Idarado,538,0,NA,-55,33.2,1979-10-01,2018-05-09,37.93,-107.68,9797,Ouray,Sep,-56,1991,5485
1991-10-01,Idarado,538,0,NA,8,27.2,1979-10-01,2018-05-09,37.93,-107.68,9797,Ouray,Oct,-0.5,1991,5596.5
1993-10-15,Idarado,538,0.6,NA,15,27.2,1979-10-01,2018-05-09,37.93,-107.68,9797,Ouray,Oct,5,1993,5586
1993-11-01,Idarado,538,0,NA,17,17.1,1979-10-01,2018-05-09,37.93,-107.68,9797,Ouray,Nov,6.5,1993,5620.5
1986-05-01,Independence Pass,542,17.1,NA,32,25.8,1979-10-01,2018-05-09,39.08,-106.61,10598,Pitkin,May,20,1986,5424.5
1987-03-15,Independence Pass,542,12.8,NA,27,8.6,1979-10-01,2018-05-09,39.08,-106.61,10598,Pitkin,Mar,11.5,1987,5650.5
1987-04-01,Independence Pass,542,15.8,NA,38,18.8,1979-10-01,2018-05-09,39.08,-106.61,10598,Pitkin,Apr,22,1987,5649
1987-09-15,Independence Pass,542,0,NA,54,31,1979-10-01,2018-05-09,39.08,-106.61,10598,Pitkin,Sep,25.5,1987,5468
1987-10-01,Independence Pass,542,0,NA,3,22.8,1979-10-01,2018-05-09,39.08,-106.61,10598,Pitkin,Oct,-20,1987,5616
1988-03-01,Independence Pass,542,10.6,NA,30,8.6,1979-10-01,2018-05-09,39.08,-106.61,10598,Pitkin,Mar,13.5,1988,5645
1988-11-15,Independence Pass,542,1.9,NA,23,12.4,1979-10-01,2018-05-09,39.08,-106.61,10598,Pitkin,Nov,10,1988,5614.5
1991-09-01,Independence Pass,542,0,NA,-44,31,1979-10-01,2018-05-09,39.08,-106.61,10598,Pitkin,Sep,-45.5,1991,5482
1991-10-15,Independence Pass,542,0,NA,1,22.8,1979-10-01,2018-05-09,39.08,-106.61,10598,Pitkin,Oct,-7,1991,5602
1991-11-01,Independence Pass,542,1.9,NA,6,12.4,1979-10-01,2018-05-09,39.08,-106.61,10598,Pitkin,Nov,-5.5,1991,5645
2004-02-01,Independence Pass,542,9.1,NA,25,1.6,1979-10-01,2018-05-09,39.08,-106.61,10598,Pitkin,Feb,8.5,2004,5639
2009-03-15,Ivanhoe,547,13.9,52,30,9.8,1991-10-01,2018-05-09,39.29,-106.55,10398,Pitkin,Mar,13,2009,5650.5
2009-04-01,Ivanhoe,547,16.6,62,16,17.2,1991-10-01,2018-05-09,39.29,-106.55,10398,Pitkin,Apr,3.5,2009,5672
2009-04-15,Ivanhoe,547,19.2,58,42,17.2,1991-10-01,2018-05-09,39.29,-106.55,10398,Pitkin,Apr,20,2009,5667
2009-05-01,Ivanhoe,547,18.6,46,42,26,1991-10-01,2018-05-09,39.29,-106.55,10398,Pitkin,May,24.5,2009,5427
2008-01-15,Jackwhacker Gulch,935,6.3,27,22,13.2,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Jan,2,2008,5663.5
2008-02-15,Jackwhacker Gulch,935,9.6,42,34,9.4,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Feb,8.5,2008,5668
2008-03-01,Jackwhacker Gulch,935,10.6,41,32,15,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Mar,10,2008,5665.5
2008-03-15,Jackwhacker Gulch,935,11.7,NA,36,15,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Mar,2,2008,5678
